"country","geo","siec","type","unit","source","scenario","year","cap","cap_min","cap_max","target","target_exp","demand","problem","problem_desc","region","_file"
"Finland","FI","ED200","Energy demand -  transportation","ktoe","NECP","est",2030,3434,NA,NA,0,NA,1,NA,NA,"Nordics",13
"Finland","FI","ED200","Energy demand -  transportation","ktoe","NECP","est",2035,2924,NA,NA,0,NA,1,NA,NA,"Nordics",13
"Finland","FI","ED200","Energy demand -  transportation","ktoe","NECP","est",2040,2632,NA,NA,0,NA,1,NA,NA,"Nordics",13
"Finland","FI","ED800","Energy demand - others","ktoe","NECP","est",2010,661,NA,NA,0,NA,1,NA,NA,"Nordics",13
"Finland","FI","ED800","Energy demand - others","ktoe","NECP","est",2015,562,NA,NA,0,NA,1,NA,NA,"Nordics",13
"Finland","FI","ED800","Energy demand - others","ktoe","NECP","est",2020,755,NA,NA,0,NA,1,NA,NA,"Nordics",13
"Finland","FI","ED800","Energy demand - others","ktoe","NECP","est",2025,1037,NA,NA,0,NA,1,NA,NA,"Nordics",13
"Finland","FI","ED800","Energy demand - others","ktoe","NECP","est",2030,898,NA,NA,0,NA,1,NA,NA,"Nordics",13
"Finland","FI","ED800","Energy demand - others","ktoe","NECP","est",2035,618,NA,NA,0,NA,1,NA,NA,"Nordics",13
"Finland","FI","ED800","Energy demand - others","ktoe","NECP","est",2040,619,NA,NA,0,NA,1,NA,NA,"Nordics",13
"Finland","FI","REC00","Gross energy consumption - renewable","Percent","NECP","WEM",2025,55,NA,NA,1,1,0,NA,NA,"Nordics",13
"Finland","FI","REC00","Gross energy consumption - renewable","Percent","NECP","WEM",2027,58,NA,NA,1,1,0,NA,NA,"Nordics",13
"Finland","FI","REC00","Gross energy consumption - renewable","Percent","NECP","WEM",2030,62,NA,NA,1,1,0,NA,NA,"Nordics",13
"Finland","FI","E7100","Electricity - renewable","Percent","NECP","WEM",2025,61,NA,NA,1,1,0,NA,NA,"Nordics",13
"Finland","FI","E7100","Electricity - renewable","Percent","NECP","WEM",2027,63,NA,NA,1,1,0,NA,NA,"Nordics",13
"Finland","FI","E7100","Electricity - renewable","Percent","NECP","WEM",2030,65,NA,NA,1,1,0,NA,NA,"Nordics",13
"Finland","FI","RECH&C","Heating and cooling - renewable","Percent","NECP","WEM",2025,66,NA,NA,1,1,0,NA,NA,"Nordics",13
"Finland","FI","RECH&C","Heating and cooling - renewable","Percent","NECP","WEM",2027,69,NA,NA,1,1,0,NA,NA,"Nordics",13
"Finland","FI","RECH&C","Heating and cooling - renewable","Percent","NECP","WEM",2030,73,NA,NA,1,1,0,NA,NA,"Nordics",13
"Finland","FI","REC200","Transportation - renewable","Percent","NECP","WEM",2025,26,NA,NA,1,1,0,NA,NA,"Nordics",13
"Finland","FI","REC200","Transportation - renewable","Percent","NECP","WEM",2027,37,NA,NA,1,1,0,NA,NA,"Nordics",13
"Finland","FI","REC200","Transportation - renewable","Percent","NECP","WEM",2030,53,NA,NA,1,1,0,NA,NA,"Nordics",13
"Finland","FI","RA600","Ambiant heat (heat pumps)","TWh","NECP","WEM",2022,10,NA,NA,0,NA,1,NA,NA,"Nordics",13
"Finland","FI","RA600","Ambiant heat (heat pumps)","TWh","NECP","WEM",2025,11,NA,NA,0,NA,1,NA,NA,"Nordics",13
"Finland","FI","RA600","Ambiant heat (heat pumps)","TWh","NECP","WEM",2027,11,NA,NA,1,NA,1,NA,NA,"Nordics",13
"Finland","FI","RA600","Ambiant heat (heat pumps)","TWh","NECP","WEM",2030,12,NA,NA,1,NA,1,NA,NA,"Nordics",13
"Finland","FI","ST100","Storage","GW","NECP","WEM",2030,5,NA,NA,1,NA,0,NA,NA,"Nordics",13
"Finland","FI","EV000","Electric vehicles","Number","NECP","target",2030,750000,NA,NA,1,1,1,NA,NA,"Nordics",13
"Finland","FI","EV000","Electric vehicles","Number","NECP","target",2045,2e+06,NA,NA,1,1,1,NA,NA,"Nordics",13
"Finland","FI","RA100","Hydro","TWh","NECP","WEM",2022,15,NA,NA,0,NA,0,NA,NA,"Nordics",13
"Finland","FI","RA100","Hydro","TWh","NECP","WEM",2025,15,NA,NA,0,NA,0,NA,NA,"Nordics",13
"Finland","FI","RA100","Hydro","TWh","NECP","WEM",2027,15,NA,NA,0,NA,0,NA,NA,"Nordics",13
"Finland","FI","RA100","Hydro","TWh","NECP","WEM",2030,15,NA,NA,0,NA,0,NA,NA,"Nordics",13
"Finland","FI","RA320","Wind off shore","GW","NECP","target",2030,1,NA,NA,1,1,0,"1","This target is non-binding","Nordics",13
"Finland","FI","RA320","Wind off shore","GW","NECP","target",2040,5,NA,NA,1,1,0,"1","This target is non-binding","Nordics",13
"Finland","FI","RA320","Wind off shore","GW","NECP","target",2050,12,NA,NA,1,1,0,"1","This target is non-binding","Nordics",13
"France","FR","RA420","Solar photovoltaic","GW","NECP","EPP3",2022,15.9,NA,NA,0,NA,0,"0",NA,"West",14
"France","FR","RA420","Solar photovoltaic","GW","NECP","EPP3",2030,57,54,60,1,1,0,"0",NA,"West",14
"France","FR","RA420","Solar photovoltaic","GW","NECP","EPP3",2035,87.5,75,100,1,1,0,"0",NA,"West",14
"France","FR","RA310","Wind on shore","GW","NECP","EPP3",2022,20.6,NA,NA,0,NA,0,"0",NA,"West",14
"France","FR","RA310","Wind on shore","GW","NECP","EPP3",2030,34,33,35,1,1,0,"0",NA,"West",14
"France","FR","RA310","Wind on shore","GW","NECP","EPP3",2035,52.5,40,45,1,1,0,"0",NA,"West",14
"France","FR","RA320","Wind off shore","GW","NECP","EPP3",2022,0.5,NA,NA,0,NA,0,"0",NA,"West",14
"France","FR","RA320","Wind off shore","GW","NECP","EPP3",2030,3.6,NA,NA,1,1,0,"0",NA,"West",14
"France","FR","RA320","Wind off shore","GW","NECP","EPP3",2035,18,NA,NA,1,1,0,"0",NA,"West",14
"France","FR","RA300","Wind","GW","NECP","EPP3",2022,21.1,NA,NA,0,NA,0,"0",NA,"West",14
"France","FR","RA300","Wind","GW","NECP","EPP3",2030,37.6,NA,NA,1,1,0,"0",NA,"West",14
"France","FR","RA300","Wind","GW","NECP","EPP3",2035,70.5,NA,NA,1,1,0,"0",NA,"West",14
"France","FR","RA400","Solar","GW","NECP","EPP3",2022,15.9,NA,NA,0,NA,0,"0",NA,"West",14
"France","FR","RA400","Solar","GW","NECP","EPP3",2030,57,NA,NA,1,1,0,"0",NA,"West",14
"France","FR","RA400","Solar","GW","NECP","EPP3",2035,87.5,NA,NA,1,1,0,"0",NA,"West",14
"France","FR","ED020","Final energy consumption","Percent","NECP","NECP",2030,30,NA,NA,1,1,1,"0",NA,"West",14
"France","FR","ED020","Final energy consumption","TWh","NECP","NECP",2030,1243,NA,NA,0,NA,1,"0",NA,"West",14
"France","FR","ED020","Final energy consumption","Mtoe","NECP","NECP",2030,106.9,NA,NA,0,NA,1,"0",NA,"West",14
"France","FR","ED010","Primary energy consumption","Percent","NECP","NECP",2030,36,NA,NA,1,1,1,"0",NA,"West",14
"France","FR","ED010","Primary energy consumption","TWh","NECP","NECP",2030,1844,NA,NA,0,NA,1,"0",NA,"West",14
"France","FR","ED010","Primary energy consumption","Mtoe","NECP","NECP",2030,158.6,NA,NA,0,NA,1,"0",NA,"West",14
"France","FR","REC100","Final electricity energy consumption","TWh","NECP","NECP",2030,570,NA,NA,0,NA,1,"0",NA,"West",14
"France","FR","EV000","Electric vehicles","Number","White paper","target",2030,7400000,NA,NA,1,1,1,"0",NA,"West",14
"France","FR","EV110","Electric vehicles  light duty - electric","Number","White paper","target",2030,1100000,NA,NA,1,1,1,"0",NA,"West",14
"France","FR","RA420","Solar photovoltaic","TWh","NECP","WAM",2022,19,NA,NA,0,NA,0,"0",NA,"West",14
"France","FR","RA420","Solar photovoltaic","TWh","NECP","WAM",2030,65,NA,NA,0,NA,0,"0",NA,"West",14
"France","FR","RA420","Solar photovoltaic","TWh","NECP","WAM",2035,93,NA,NA,0,NA,0,"0",NA,"West",14
"France","FR","RA310","Wind on shore","TWh","NECP","WAM",2022,39,NA,NA,0,NA,0,"0",NA,"West",14
"France","FR","RA310","Wind on shore","TWh","NECP","WAM",2030,64,NA,NA,0,NA,0,"0",NA,"West",14
"France","FR","RA310","Wind on shore","TWh","NECP","WAM",2035,80,NA,NA,0,NA,0,"0",NA,"West",14
"France","FR","RA320","Wind off shore","TWh","NECP","WAM",2022,1,NA,NA,0,NA,0,"0",NA,"West",14
"France","FR","RA320","Wind off shore","TWh","NECP","WAM",2030,14,NA,NA,0,NA,0,"0",NA,"West",14
"France","FR","RA320","Wind off shore","TWh","NECP","WAM",2035,70,NA,NA,0,NA,0,"0",NA,"West",14
"France","FR","RA300","Wind","TWh","NECP","WAM",2022,40,NA,NA,0,NA,0,"0",NA,"West",14
"France","FR","RA300","Wind","TWh","NECP","WAM",2030,78,NA,NA,0,NA,0,"0",NA,"West",14
"France","FR","RA300","Wind","TWh","NECP","WAM",2035,150,NA,NA,0,NA,0,"0",NA,"West",14
"France","FR","RA400","Solar","TWh","NECP","WAM",2022,19,NA,NA,0,NA,0,"0",NA,"West",14
"France","FR","RA400","Solar","TWh","NECP","WAM",2030,65,NA,NA,0,NA,0,"0",NA,"West",14
"France","FR","RA400","Solar","TWh","NECP","WAM",2035,93,NA,NA,0,NA,0,"0",NA,"West",14
"France","FR","HYD","Hydrogen","GW","NECP","WAM",2030,6.5,NA,NA,1,NA,1,"0",NA,"West",14
"France","FR","HYD","Hydrogen","GW","NECP","WAM",2035,10,NA,NA,1,NA,1,"0",NA,"West",14
"France","FR","RA410","Solar thermal","TWh","NECP","target",2028,2.175,1.85,2.5,1,1,1,"1","It is a heatinig and cooling target not a total target","West",14
"France","FR","RA410","Solar thermal","TWh","NECP","target",2030,6,NA,NA,1,1,1,"1","It is a heatinig and cooling target not a total target","West",14
"France","FR","RA410","Solar thermal","TWh","NECP","target",2035,10,10,10,1,1,1,"1","It is a heatinig and cooling target not a total target","West",14
"France","FR","HYD","Hydrogen","GW","NECP","target",2030,6.5,NA,NA,1,1,1,"0",NA,"West",14
"France","FR","HYD","Hydrogen","GW","NECP","target",2035,10,NA,NA,1,1,1,"0",NA,"West",14
"Germany","DE","RA300","Wind","GW","NECP","ref",2005,18.248,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","RA300","Wind","GW","NECP","ref",2010,26.903,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","RA300","Wind","GW","NECP","ref",2015,44.58,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","RA300","Wind","GW","NECP","ref",2020,63.735,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","RA300","Wind","GW","NECP","ref",2025,66.25938,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","RA300","Wind","GW","NECP","ref",2030,75.086,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","RA300","Wind","GW","NECP","ref",2035,82.321,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","RA300","Wind","GW","NECP","ref",2040,83.019,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","RA310","Wind on shore","GW","NECP","ref",2005,18.248,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","RA310","Wind on shore","GW","NECP","ref",2010,26.823,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","RA310","Wind on shore","GW","NECP","ref",2015,41.297,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","RA310","Wind on shore","GW","NECP","ref",2020,56.031,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","RA310","Wind on shore","GW","NECP","ref",2025,55.45538,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","RA310","Wind on shore","GW","NECP","ref",2030,60.082,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","RA310","Wind on shore","GW","NECP","ref",2035,64.111,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","RA310","Wind on shore","GW","NECP","ref",2040,67.319,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","RA320","Wind off shore","GW","NECP","ref",2005,0,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","RA320","Wind off shore","GW","NECP","ref",2010,0.08,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","RA320","Wind off shore","GW","NECP","ref",2015,3.283,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","RA320","Wind off shore","GW","NECP","ref",2020,7.704,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","RA320","Wind off shore","GW","NECP","ref",2025,10.804,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","RA320","Wind off shore","GW","NECP","ref",2030,15.004,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","RA320","Wind off shore","GW","NECP","ref",2035,18.21,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","RA320","Wind off shore","GW","NECP","ref",2040,15.7,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","RA300","Wind","GW","NECP","KSP",2005,18.248,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","RA300","Wind","GW","NECP","KSP",2010,26.903,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","RA300","Wind","GW","NECP","KSP",2015,44.58,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","RA300","Wind","GW","NECP","KSP",2020,62.528,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","RA300","Wind","GW","NECP","KSP",2025,72.833,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","RA300","Wind","GW","NECP","KSP",2030,90.895,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","RA300","Wind","GW","NECP","KSP",2035,116.808,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","RA300","Wind","GW","NECP","KSP",2040,150.196,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","RA310","Wind on shore","GW","NECP","KSP",2005,18.248,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","RA310","Wind on shore","GW","NECP","KSP",2010,26.823,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","RA310","Wind on shore","GW","NECP","KSP",2015,41.297,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","RA310","Wind on shore","GW","NECP","KSP",2020,54.832,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","RA310","Wind on shore","GW","NECP","KSP",2025,62.037,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","RA310","Wind on shore","GW","NECP","KSP",2030,70.899,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","RA310","Wind on shore","GW","NECP","KSP",2035,82.009,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","RA310","Wind on shore","GW","NECP","KSP",2040,98.846,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","RA320","Wind off shore","GW","NECP","KSP",2005,0,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","RA320","Wind off shore","GW","NECP","KSP",2010,0.08,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","RA320","Wind off shore","GW","NECP","KSP",2015,3.283,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","RA320","Wind off shore","GW","NECP","KSP",2020,7.696,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","RA320","Wind off shore","GW","NECP","KSP",2025,10.796,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","RA320","Wind off shore","GW","NECP","KSP",2030,19.996,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","RA320","Wind off shore","GW","NECP","KSP",2035,34.799,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","RA320","Wind off shore","GW","NECP","KSP",2040,51.35,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","RA400","Solar","GW","NECP","ref",2005,2.056,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","RA400","Solar","GW","NECP","ref",2010,18.006,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","RA400","Solar","GW","NECP","ref",2015,39.224,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","RA400","Solar","GW","NECP","ref",2020,49.873,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","RA400","Solar","GW","NECP","ref",2025,61.968,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","RA400","Solar","GW","NECP","ref",2030,71.88,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","RA400","Solar","GW","NECP","ref",2035,74.498,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","RA400","Solar","GW","NECP","ref",2040,82.927,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","RA400","Solar","GW","NECP","KSP",2005,2.056,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","RA400","Solar","GW","NECP","KSP",2010,18.006,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","RA400","Solar","GW","NECP","KSP",2015,39.224,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","RA400","Solar","GW","NECP","KSP",2020,51.568,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","RA400","Solar","GW","NECP","KSP",2025,81.013,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","RA400","Solar","GW","NECP","KSP",2030,97.924,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","RA400","Solar","GW","NECP","KSP",2035,120.044,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","RA400","Solar","GW","NECP","KSP",2040,146.358,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","TOTAL","Total","GW","NECP","ref",2005,122.626,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","TOTAL","Total","GW","NECP","ref",2010,155.636,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","TOTAL","Total","GW","NECP","ref",2015,190.288,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","TOTAL","Total","GW","NECP","ref",2020,200.307,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","TOTAL","Total","GW","NECP","ref",2025,203.476,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","TOTAL","Total","GW","NECP","ref",2030,221.733,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","TOTAL","Total","GW","NECP","ref",2035,224.718,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","TOTAL","Total","GW","NECP","ref",2040,231.303,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","TOTAL","Total","GW","NECP","KSP",2005,122.626,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","TOTAL","Total","GW","NECP","KSP",2010,155.636,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","TOTAL","Total","GW","NECP","KSP",2015,190.288,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","TOTAL","Total","GW","NECP","KSP",2020,201228,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","TOTAL","Total","GW","NECP","KSP",2025,219.104,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","TOTAL","Total","GW","NECP","KSP",2030,255.137,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","TOTAL","Total","GW","NECP","KSP",2035,293.704,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","TOTAL","Total","GW","NECP","KSP",2040,347.921,NA,NA,0,0,0,"0",NA,"Central",15
"Germany","DE","RA300","Wind","GW","BWE","target",2030,145,NA,NA,1,1,0,"0",NA,"Central",15
"Germany","DE","RA300","Wind","GW","BWE","target",2035,177.5,NA,NA,1,1,0,"0",NA,"Central",15
"Germany","DE","RA300","Wind","GW","BWE","target",2040,215,NA,NA,1,1,0,"0",NA,"Central",15
"Germany","DE","RA300","Wind","GW","BWE","target",2045,230,NA,NA,1,1,0,"0",NA,"Central",15
"Germany","DE","RA310","Wind on shore","GW","BWE","target",2030,115,NA,NA,1,1,0,"0",NA,"Central",15
"Germany","DE","RA310","Wind on shore","GW","BWE","target",2040,160,NA,NA,1,1,0,"0",NA,"Central",15
"Germany","DE","RA320","Wind off shore","GW","BWE","target",2030,30,NA,NA,1,1,0,"0",NA,"Central",15
"Germany","DE","RA320","Wind off shore","GW","BWE","target",2035,40,NA,NA,1,1,0,"0",NA,"Central",15
"Germany","DE","RA320","Wind off shore","GW","BWE","target",2045,70,NA,NA,1,1,0,"0",NA,"Central",15
"Germany","DE","RA400","Solar","GW","BWK","target",2022,63,NA,NA,1,1,0,"0",NA,"Central",15
"Germany","DE","RA400","Solar","GW","BWK","target",2024,88,NA,NA,1,1,0,"0",NA,"Central",15
"Germany","DE","RA400","Solar","GW","BWK","target",2026,128,NA,NA,1,1,0,"0",NA,"Central",15
"Germany","DE","RA400","Solar","GW","BWK","target",2028,172,NA,NA,1,1,0,"0",NA,"Central",15
"Germany","DE","RA400","Solar","GW","BWK","target",2030,215,NA,NA,1,1,0,"0",NA,"Central",15
"Germany","DE","RA400","Solar","GW","BWK","target",2040,400,NA,NA,1,1,0,"0",NA,"Central",15
"Germany","DE","RA420","Solar photovoltaic","GW","BWK","target",2022,63,NA,NA,1,1,0,"0",NA,"Central",15
"Germany","DE","RA420","Solar photovoltaic","GW","BWK","target",2024,88,NA,NA,1,1,0,"0",NA,"Central",15
"Germany","DE","RA420","Solar photovoltaic","GW","BWK","target",2026,128,NA,NA,1,1,0,"0",NA,"Central",15
"Germany","DE","RA420","Solar photovoltaic","GW","BWK","target",2028,172,NA,NA,1,1,0,"0",NA,"Central",15
"Germany","DE","RA420","Solar photovoltaic","GW","BWK","target",2030,215,NA,NA,1,1,0,"0",NA,"Central",15
"Germany","DE","RA420","Solar photovoltaic","GW","BWK","target",2040,400,NA,NA,1,1,0,"0",NA,"Central",15
"Germany","DE","EM1990","Emission reduction 1990","Percent","NECP","target",2030,55,NA,NA,1,1,0,"0",NA,"Central",15
"Germany","DE","REC000","Gross final energy consumption - renewable","Percent","EEG","target",2030,43,NA,NA,1,1,0,"0",NA,"Central",15
"Germany","DE","REC000","Gross final energy consumption - renewable","Percent","NECP","target",2025,51,NA,NA,1,1,0,"0",NA,"Central",15
"Germany","DE","REC000","Gross final energy consumption - renewable","Percent","NECP","target",2030,65,NA,NA,1,1,0,"0",NA,"Central",15
"Germany","DE","ED010","Primary energy consumption","PJ","NECP","WEM",2025,10916,NA,NA,0,0,1,"0",NA,"Central",15
"Germany","DE","ED010","Primary energy consumption","PJ","NECP","WEM",2030,10148,NA,NA,0,0,1,"0",NA,"Central",15
"Germany","DE","ED010","Primary energy consumption","PJ","NECP","WEM",2035,9410,NA,NA,0,0,1,"0",NA,"Central",15
"Germany","DE","ED010","Primary energy consumption","PJ","NECP","WEM",2040,8925,NA,NA,0,0,1,"0",NA,"Central",15
"Germany","DE","ED010","Primary energy consumption","PJ","NECP","WEM",2045,8799,NA,NA,0,0,1,"0",NA,"Central",15
"Germany","DE","ED010","Primary energy consumption","PJ","NECP","WEM",2050,8843,NA,NA,0,0,1,"0",NA,"Central",15
"Germany","DE","ED010","Primary energy consumption","PJ","NECP","WAM",2025,10915,NA,NA,1,0,1,"0",NA,"Central",15
"Germany","DE","ED010","Primary energy consumption","PJ","NECP","WAM",2030,10152,NA,NA,1,0,1,"0",NA,"Central",15
"Germany","DE","ED010","Primary energy consumption","PJ","NECP","WAM",2035,9309,NA,NA,1,0,1,"0",NA,"Central",15
"Germany","DE","ED010","Primary energy consumption","PJ","NECP","WAM",2040,8826,NA,NA,1,0,1,"0",NA,"Central",15
"Germany","DE","ED010","Primary energy consumption","PJ","NECP","WAM",2045,8717,NA,NA,1,0,1,"0",NA,"Central",15
"Germany","DE","ED010","Primary energy consumption","PJ","NECP","WAM",2050,8768,NA,NA,1,0,1,"0",NA,"Central",15
"Germany","DE","ED020","Final energy consumption","PJ","NECP","WEM",2025,8294,NA,NA,0,0,1,"0",NA,"Central",15
"Germany","DE","ED020","Final energy consumption","PJ","NECP","WEM",2030,7883,NA,NA,0,0,1,"0",NA,"Central",15
"Germany","DE","ED020","Final energy consumption","PJ","NECP","WEM",2035,7247,NA,NA,0,0,1,"0",NA,"Central",15
"Germany","DE","ED020","Final energy consumption","PJ","NECP","WEM",2040,6767,NA,NA,0,0,1,"0",NA,"Central",15
"Germany","DE","ED020","Final energy consumption","PJ","NECP","WEM",2045,6463,NA,NA,0,0,1,"0",NA,"Central",15
"Germany","DE","ED020","Final energy consumption","PJ","NECP","WEM",2050,6366,NA,NA,0,0,1,"0",NA,"Central",15
"Germany","DE","ED020","Final energy consumption","PJ","NECP","WAM",2025,8288,NA,NA,1,0,1,"0",NA,"Central",15
"Germany","DE","ED020","Final energy consumption","PJ","NECP","WAM",2030,7815,NA,NA,1,0,1,"0",NA,"Central",15
"Germany","DE","ED020","Final energy consumption","PJ","NECP","WAM",2035,7107,NA,NA,1,0,1,"0",NA,"Central",15
"Germany","DE","ED020","Final energy consumption","PJ","NECP","WAM",2040,6627,NA,NA,1,0,1,"0",NA,"Central",15
"Germany","DE","ED020","Final energy consumption","PJ","NECP","WAM",2045,6336,NA,NA,1,0,1,"0",NA,"Central",15
"Germany","DE","ED020","Final energy consumption","PJ","NECP","WAM",2050,6238,NA,NA,1,0,1,"0",NA,"Central",15
"Germany","DE","ED100","Energy demand - households","PJ","NECP","WEM",2025,2329,NA,NA,0,0,1,"0",NA,"Central",15
"Germany","DE","ED100","Energy demand - households","PJ","NECP","WEM",2030,2385,NA,NA,0,0,1,"0",NA,"Central",15
"Germany","DE","ED100","Energy demand - households","PJ","NECP","WEM",2035,2325,NA,NA,0,0,1,"0",NA,"Central",15
"Germany","DE","ED100","Energy demand - households","PJ","NECP","WEM",2040,2312,NA,NA,0,0,1,"0",NA,"Central",15
"Germany","DE","ED100","Energy demand - households","PJ","NECP","WEM",2045,2303,NA,NA,0,0,1,"0",NA,"Central",15
"Germany","DE","ED100","Energy demand - households","PJ","NECP","WEM",2050,2373,NA,NA,0,0,1,"0",NA,"Central",15
"Germany","DE","ED100","Energy demand - households","PJ","NECP","WAM",2025,2329,NA,NA,1,0,1,"0",NA,"Central",15
"Germany","DE","ED100","Energy demand - households","PJ","NECP","WAM",2030,2384,NA,NA,1,0,1,"0",NA,"Central",15
"Germany","DE","ED100","Energy demand - households","PJ","NECP","WAM",2035,2326,NA,NA,1,0,1,"0",NA,"Central",15
"Germany","DE","ED100","Energy demand - households","PJ","NECP","WAM",2040,2313,NA,NA,1,0,1,"0",NA,"Central",15
"Germany","DE","ED100","Energy demand - households","PJ","NECP","WAM",2045,2307,NA,NA,1,0,1,"0",NA,"Central",15
"Germany","DE","ED100","Energy demand - households","PJ","NECP","WAM",2050,2375,NA,NA,1,0,1,"0",NA,"Central",15
"Germany","DE","ED200","Energy demand - transportation","PJ","NECP","WEM",2025,2582,NA,NA,0,0,1,"0",NA,"Central",15
"Germany","DE","ED200","Energy demand - transportation","PJ","NECP","WEM",2030,2437,NA,NA,0,0,1,"0",NA,"Central",15
"Germany","DE","ED200","Energy demand - transportation","PJ","NECP","WEM",2035,2142,NA,NA,0,0,1,"0",NA,"Central",15
"Germany","DE","ED200","Energy demand - transportation","PJ","NECP","WEM",2040,1926,NA,NA,0,0,1,"0",NA,"Central",15
"Germany","DE","ED200","Energy demand - transportation","PJ","NECP","WEM",2045,1834,NA,NA,0,0,1,"0",NA,"Central",15
"Germany","DE","ED200","Energy demand - transportation","PJ","NECP","WEM",2050,1795,NA,NA,0,0,1,"0",NA,"Central",15
"Germany","DE","ED200","Energy demand - transportation","PJ","NECP","WAM",2025,2575,NA,NA,1,0,1,"0",NA,"Central",15
