"country","geo","siec","type","unit","source","scenario","year","cap","cap_min","cap_max","target","target_exp","demand","problem","problem_desc","region","_file"
"Austria","AT","RA300","Wind","GW","GOV","obs",2023,3.885,NA,NA,0,0,0,"0",NA,"Central",6
"Austria","AT","RA300","Wind","GW","IEA-WIND","potential",2030,7.5,NA,NA,0,0,0,"0",NA,"Central",6
"Austria","AT","RA300","Wind","TWh","NECP","WAM",2020,7,NA,NA,1,0,0,"0",NA,"Central",6
"Austria","AT","RA300","Wind","TWh","NECP","WAM",2021,7,NA,NA,1,0,0,"0",NA,"Central",6
"Austria","AT","RA300","Wind","TWh","NECP","WAM",2022,7,NA,NA,1,0,0,"0",NA,"Central",6
"Austria","AT","RA300","Wind","TWh","NECP","WAM",2023,9,NA,NA,1,0,0,"0",NA,"Central",6
"Austria","AT","RA300","Wind","TWh","NECP","WAM",2024,11,NA,NA,1,0,0,"0",NA,"Central",6
"Austria","AT","RA300","Wind","TWh","NECP","WAM",2025,12,NA,NA,1,0,0,"0",NA,"Central",6
"Austria","AT","RA300","Wind","TWh","NECP","WAM",2026,13,NA,NA,1,0,0,"0",NA,"Central",6
"Austria","AT","RA300","Wind","TWh","NECP","WAM",2027,14,NA,NA,1,0,0,"0",NA,"Central",6
"Austria","AT","RA300","Wind","TWh","NECP","WAM",2028,16,NA,NA,1,0,0,"0",NA,"Central",6
"Austria","AT","RA300","Wind","TWh","NECP","WAM",2029,17,NA,NA,1,0,0,"0",NA,"Central",6
"Austria","AT","RA300","Wind","TWh","NECP","WAM",2030,19,NA,NA,1,0,0,"0",NA,"Central",6
"Austria","AT","RA300","Wind","TWh","NECP","WAM",2040,24,NA,NA,1,0,0,"0",NA,"Central",6
"Austria","AT","RA300","Wind","TWh","NECP","WAM",2050,27,NA,NA,1,0,0,"0",NA,"Central",6
"Austria","AT","RA310","Wind on shore","GW","GOV","obs",2023,3.885,NA,NA,0,0,0,"0",NA,"Central",6
"Austria","AT","RA310","Wind on shore","GW","IEA","potential",2030,7.5,NA,NA,0,0,0,"0",NA,"Central",6
"Austria","AT","RA310","Wind on shore","TWh","NECP","WAM",2020,7,NA,NA,1,0,0,"0",NA,"Central",6
"Austria","AT","RA310","Wind on shore","TWh","NECP","WAM",2021,7,NA,NA,1,0,0,"0",NA,"Central",6
"Austria","AT","RA310","Wind on shore","TWh","NECP","WAM",2022,7,NA,NA,1,0,0,"0",NA,"Central",6
"Austria","AT","RA310","Wind on shore","TWh","NECP","WAM",2023,9,NA,NA,1,0,0,"0",NA,"Central",6
"Austria","AT","RA310","Wind on shore","TWh","NECP","WAM",2024,11,NA,NA,1,0,0,"0",NA,"Central",6
"Austria","AT","RA310","Wind on shore","TWh","NECP","WAM",2025,12,NA,NA,1,0,0,"0",NA,"Central",6
"Austria","AT","RA310","Wind on shore","TWh","NECP","WAM",2026,13,NA,NA,1,0,0,"0",NA,"Central",6
"Austria","AT","RA310","Wind on shore","TWh","NECP","WAM",2027,14,NA,NA,1,0,0,"0",NA,"Central",6
"Austria","AT","RA310","Wind on shore","TWh","NECP","WAM",2028,16,NA,NA,1,0,0,"0",NA,"Central",6
"Austria","AT","RA310","Wind on shore","TWh","NECP","WAM",2029,17,NA,NA,1,0,0,"0",NA,"Central",6
"Austria","AT","RA310","Wind on shore","TWh","NECP","WAM",2030,19,NA,NA,1,0,0,"0",NA,"Central",6
"Austria","AT","RA310","Wind on shore","TWh","NECP","WAM",2040,24,NA,NA,1,0,0,"0",NA,"Central",6
"Austria","AT","RA310","Wind on shore","TWh","NECP","WAM",2050,27,NA,NA,1,0,0,"0",NA,"Central",6
"Austria","AT","RA400","Solar","GW","GOV","obs",2023,6.396,NA,NA,0,0,0,"0",NA,"Central",6
"Austria","AT","RA400","Solar","TWh","NECP","WAM",2020,3,NA,NA,1,0,0,"1","There exists a target of 41 TWh of solar production by 2040, however, this seems unlikely, especially consiering the 35 TWh target in 2050.","Central",6
"Austria","AT","RA400","Solar","TWh","NECP","WAM",2021,3,NA,NA,1,0,0,"1","There exists a target of 41 TWh of solar production by 2040, however, this seems unlikely, especially consiering the 35 TWh target in 2050.","Central",6
"Austria","AT","RA400","Solar","TWh","NECP","WAM",2022,4,NA,NA,1,0,0,"1","There exists a target of 41 TWh of solar production by 2040, however, this seems unlikely, especially consiering the 35 TWh target in 2050.","Central",6
"Austria","AT","RA400","Solar","TWh","NECP","WAM",2023,5,NA,NA,1,0,0,"1","There exists a target of 41 TWh of solar production by 2040, however, this seems unlikely, especially consiering the 35 TWh target in 2050.","Central",6
"Austria","AT","RA400","Solar","TWh","NECP","WAM",2024,6,NA,NA,1,0,0,"1","There exists a target of 41 TWh of solar production by 2040, however, this seems unlikely, especially consiering the 35 TWh target in 2050.","Central",6
"Austria","AT","RA400","Solar","TWh","NECP","WAM",2025,8,NA,NA,1,0,0,"1","There exists a target of 41 TWh of solar production by 2040, however, this seems unlikely, especially consiering the 35 TWh target in 2050.","Central",6
"Austria","AT","RA400","Solar","TWh","NECP","WAM",2026,10,NA,NA,1,0,0,"1","There exists a target of 41 TWh of solar production by 2040, however, this seems unlikely, especially consiering the 35 TWh target in 2050.","Central",6
"Austria","AT","RA400","Solar","TWh","NECP","WAM",2027,12,NA,NA,1,0,0,"1","There exists a target of 41 TWh of solar production by 2040, however, this seems unlikely, especially consiering the 35 TWh target in 2050.","Central",6
"Austria","AT","RA400","Solar","TWh","NECP","WAM",2028,15,NA,NA,1,0,0,"1","There exists a target of 41 TWh of solar production by 2040, however, this seems unlikely, especially consiering the 35 TWh target in 2050.","Central",6
"Austria","AT","RA400","Solar","TWh","NECP","WAM",2029,17,NA,NA,1,0,0,"1","There exists a target of 41 TWh of solar production by 2040, however, this seems unlikely, especially consiering the 35 TWh target in 2050.","Central",6
"Austria","AT","RA400","Solar","TWh","NECP","WAM",2030,19,NA,NA,1,0,0,"1","There exists a target of 41 TWh of solar production by 2040, however, this seems unlikely, especially consiering the 35 TWh target in 2050.","Central",6
"Austria","AT","RA400","Solar","TWh","NECP","WAM",2040,30,NA,NA,1,0,1,"1","There exists a target of 41 TWh of solar production by 2040, however, this seems unlikely, especially consiering the 35 TWh target in 2050.","Central",6
"Austria","AT","RA400","Solar","TWh","NECP","WAM",2050,35,NA,NA,1,0,0,"0",NA,"Central",6
"Austria","AT","RA420","Solar photovoltaic","GW","GOV","obs",2023,6.396,NA,NA,0,0,0,"0",NA,"Central",6
"Austria","AT","RA420","Solar photovoltaic","TWh","NECP","WAM",2020,3,NA,NA,1,0,0,"1","There exists a target of 41 TWh of solar production by 2040, however, this seems unlikely, especially consiering the 35 TWh target in 2050.","Central",6
"Austria","AT","RA420","Solar photovoltaic","TWh","NECP","WAM",2021,3,NA,NA,1,0,0,"1","There exists a target of 41 TWh of solar production by 2040, however, this seems unlikely, especially consiering the 35 TWh target in 2050.","Central",6
"Austria","AT","RA420","Solar photovoltaic","TWh","NECP","WAM",2022,4,NA,NA,1,0,0,"1","There exists a target of 41 TWh of solar production by 2040, however, this seems unlikely, especially consiering the 35 TWh target in 2050.","Central",6
"Austria","AT","RA420","Solar photovoltaic","TWh","NECP","WAM",2023,5,NA,NA,1,0,0,"1","There exists a target of 41 TWh of solar production by 2040, however, this seems unlikely, especially consiering the 35 TWh target in 2050.","Central",6
"Austria","AT","RA420","Solar photovoltaic","TWh","NECP","WAM",2024,6,NA,NA,1,0,0,"1","There exists a target of 41 TWh of solar production by 2040, however, this seems unlikely, especially consiering the 35 TWh target in 2050.","Central",6
"Austria","AT","RA420","Solar photovoltaic","TWh","NECP","WAM",2025,8,NA,NA,1,0,0,"1","There exists a target of 41 TWh of solar production by 2040, however, this seems unlikely, especially consiering the 35 TWh target in 2050.","Central",6
"Austria","AT","RA420","Solar photovoltaic","TWh","NECP","WAM",2026,10,NA,NA,1,0,0,"1","There exists a target of 41 TWh of solar production by 2040, however, this seems unlikely, especially consiering the 35 TWh target in 2050.","Central",6
"Austria","AT","RA420","Solar photovoltaic","TWh","NECP","WAM",2027,12,NA,NA,1,0,0,"1","There exists a target of 41 TWh of solar production by 2040, however, this seems unlikely, especially consiering the 35 TWh target in 2050.","Central",6
"Austria","AT","RA420","Solar photovoltaic","TWh","NECP","WAM",2028,15,NA,NA,1,0,0,"1","There exists a target of 41 TWh of solar production by 2040, however, this seems unlikely, especially consiering the 35 TWh target in 2050.","Central",6
"Austria","AT","RA420","Solar photovoltaic","TWh","NECP","WAM",2029,17,NA,NA,1,0,0,"1","There exists a target of 41 TWh of solar production by 2040, however, this seems unlikely, especially consiering the 35 TWh target in 2050.","Central",6
"Austria","AT","RA420","Solar photovoltaic","TWh","NECP","WAM",2030,19,NA,NA,1,0,0,"1","There exists a target of 41 TWh of solar production by 2040, however, this seems unlikely, especially consiering the 35 TWh target in 2050.","Central",6
"Austria","AT","RA420","Solar photovoltaic","TWh","NECP","WAM",2040,30,NA,NA,1,0,0,"1","There exists a target of 41 TWh of solar production by 2040, however, this seems unlikely, especially consiering the 35 TWh target in 2050.","Central",6
"Austria","AT","RA420","Solar photovoltaic","TWh","NECP","WAM",2050,35,NA,NA,1,0,0,"1","There exists a target of 41 TWh of solar production by 2040, however, this seems unlikely, especially consiering the 35 TWh target in 2050.","Central",6
"Austria","AT","RA300","Wind","TWh","NECP","WEM",2020,7,NA,NA,0,0,0,"0",NA,"Central",6
"Austria","AT","RA300","Wind","TWh","NECP","WEM",2030,17,NA,NA,0,0,0,"0",NA,"Central",6
"Austria","AT","RA300","Wind","TWh","NECP","WEM",2040,19,NA,NA,0,0,0,"0",NA,"Central",6
"Austria","AT","RA300","Wind","TWh","NECP",NA,2050,22,NA,NA,0,0,0,"0",NA,"Central",6
"Austria","AT","RA310","Wind on shore","TWh","NECP","WEM",2020,7,NA,NA,0,0,0,"0",NA,"Central",6
"Austria","AT","RA310","Wind on shore","TWh","NECP","WEM",2030,17,NA,NA,0,0,0,"0",NA,"Central",6
"Austria","AT","RA310","Wind on shore","TWh","NECP","WEM",2040,19,NA,NA,0,0,0,"0",NA,"Central",6
"Austria","AT","RA310","Wind on shore","TWh","NECP","WEM",2050,22,NA,NA,0,0,0,"0",NA,"Central",6
"Austria","AT","RA400","Solar","TWh","NECP","WEM",2020,2,NA,NA,0,0,0,"0",NA,"Central",6
"Austria","AT","RA400","Solar","TWh","NECP","WEM",2030,13,NA,NA,0,0,0,"0",NA,"Central",6
"Austria","AT","RA400","Solar","TWh","NECP","WEM",2040,15,NA,NA,0,0,0,"0",NA,"Central",6
"Austria","AT","RA400","Solar","TWh","NECP","WEM",2050,17,NA,NA,0,0,0,"0",NA,"Central",6
"Austria","AT","RA420","Solar photovoltaic","TWh","NECP","WEM",2020,2,NA,NA,0,0,0,"0",NA,"Central",6
"Austria","AT","RA420","Solar photovoltaic","TWh","NECP","WEM",2030,13,NA,NA,0,0,0,"0",NA,"Central",6
"Austria","AT","RA420","Solar photovoltaic","TWh","NECP","WEM",2040,15,NA,NA,0,0,0,"0",NA,"Central",6
"Austria","AT","RA420","Solar photovoltaic","TWh","NECP","WEM",2050,17,NA,NA,0,0,0,"0",NA,"Central",6
"Austria","AT","EM2005","Emission reduction 2005","Percent","NECP","target",2030,48,NA,NA,1,1,0,"0",NA,"Central",6
"Austria","AT","E7100","Electricity - renewable","Percent","NECP","target",2030,100,NA,NA,1,1,0,"0",NA,"Central",6
"Austria","AT","EM000","Emission reduction","CN","NECP","target",2040,0,NA,NA,1,1,0,"0",NA,"Central",6
"Austria","AT","REC000","Gross final energy consumption - renewable","Percent","NECP","target",2030,57,NA,NA,1,1,0,"0",NA,"Central",6
"Austria","AT","ED000","Energy demand","PJ","NECP","obs",2020,1056,NA,NA,0,0,1,"0",NA,"Central",6
"Austria","AT","ED000","Energy demand","PJ","NECP","WEM",2030,1106,NA,NA,0,0,1,"0",NA,"Central",6
"Austria","AT","ED000","Energy demand","PJ","NECP","WEM",2040,1052,NA,NA,0,0,1,"0",NA,"Central",6
"Austria","AT","ED000","Energy demand","PJ","NECP","WEM",2050,1038,NA,NA,0,0,1,"0",NA,"Central",6
"Austria","AT","ED140","Energy demand - households and services","PJ","NECP","obs",2020,392,NA,NA,0,0,1,"0",NA,"Central",6
"Austria","AT","ED140","Energy demand - households and services","PJ","NECP","WEM",2030,395,NA,NA,0,0,1,"0",NA,"Central",6
"Austria","AT","ED140","Energy demand - households and services","PJ","NECP","WEM",2040,389,NA,NA,0,0,1,"0",NA,"Central",6
"Austria","AT","ED140","Energy demand - households and services","PJ","NECP","WEM",2050,393,NA,NA,0,0,1,"0",NA,"Central",6
"Austria","AT","ED200","Energy demand - transportation","PJ","NECP","obs",2020,355,NA,NA,0,0,1,"0",NA,"Central",6
"Austria","AT","ED200","Energy demand - transportation","PJ","NECP","WEM",2030,357,NA,NA,0,0,1,"0",NA,"Central",6
"Austria","AT","ED200","Energy demand - transportation","PJ","NECP","WEM",2040,297,NA,NA,0,0,1,"0",NA,"Central",6
"Austria","AT","ED200","Energy demand - transportation","PJ","NECP","WEM",2050,280,NA,NA,0,0,1,"0",NA,"Central",6
"Austria","AT","ED300","Energy demand - industry","PJ","NECP","obs",2020,295,NA,NA,0,0,1,"0",NA,"Central",6
"Austria","AT","ED300","Energy demand - industry","PJ","NECP","WEM",2030,340,NA,NA,0,0,1,"0",NA,"Central",6
"Austria","AT","ED300","Energy demand - industry","PJ","NECP","WEM",2040,348,NA,NA,0,0,1,"0",NA,"Central",6
"Austria","AT","ED300","Energy demand - industry","PJ","NECP","WEM",2050,347,NA,NA,0,0,1,"0",NA,"Central",6
"Austria","AT","ED800","Energy demand - others","PJ","NECP","obs",2020,13,NA,NA,0,0,1,"0",NA,"Central",6
"Austria","AT","ED800","Energy demand - others","PJ","NECP","WEM",2030,15,NA,NA,0,0,1,"0",NA,"Central",6
"Austria","AT","ED800","Energy demand - others","PJ","NECP","WEM",2040,17,NA,NA,0,0,1,"0",NA,"Central",6
"Austria","AT","ED800","Energy demand - others","PJ","NECP","WEM",2050,17,NA,NA,0,0,1,"0",NA,"Central",6
"Austria","AT","ED000","Energy demand","PJ","NECP","obs",2020,1056,NA,NA,0,0,1,"0",NA,"Central",6
"Austria","AT","ED000","Energy demand","PJ","NECP","WAM",2030,1033,NA,NA,1,0,1,"0",NA,"Central",6
"Austria","AT","ED000","Energy demand","PJ","NECP","WAM",2040,948,NA,NA,1,0,1,"0",NA,"Central",6
"Austria","AT","ED000","Energy demand","PJ","NECP","WAM",2050,884,NA,NA,1,0,1,"0",NA,"Central",6
"Austria","AT","ED140","Energy demand - households and services","PJ","NECP","obs",2020,392,NA,NA,0,0,1,"0",NA,"Central",6
"Austria","AT","ED140","Energy demand - households and services","PJ","NECP","WAM",2030,365,NA,NA,1,0,1,"0",NA,"Central",6
"Austria","AT","ED140","Energy demand - households and services","PJ","NECP","WAM",2040,348,NA,NA,1,0,1,"0",NA,"Central",6
"Austria","AT","ED140","Energy demand - households and services","PJ","NECP","WAM",2050,337,NA,NA,1,0,1,"0",NA,"Central",6
"Austria","AT","ED200","Energy demand - transportation","PJ","NECP","obs",2020,355,NA,NA,0,0,1,"0",NA,"Central",6
"Austria","AT","ED200","Energy demand - transportation","PJ","NECP","WAM",2030,337,NA,NA,1,0,1,"0",NA,"Central",6
"Austria","AT","ED200","Energy demand - transportation","PJ","NECP","WAM",2040,268,NA,NA,1,0,1,"0",NA,"Central",6
"Austria","AT","ED200","Energy demand - transportation","PJ","NECP","WAM",2050,238,NA,NA,1,0,1,"0",NA,"Central",6
"Austria","AT","ED300","Energy demand - industry","PJ","NECP","obs",2020,295,NA,NA,0,0,1,"0",NA,"Central",6
"Austria","AT","ED300","Energy demand - industry","PJ","NECP","WAM",2030,320,NA,NA,1,0,1,"0",NA,"Central",6
"Austria","AT","ED300","Energy demand - industry","PJ","NECP","WAM",2040,320,NA,NA,1,0,1,"0",NA,"Central",6
"Austria","AT","ED300","Energy demand - industry","PJ","NECP","WAM",2050,297,NA,NA,1,0,1,"0",NA,"Central",6
"Austria","AT","ED800","Energy demand - others","PJ","NECP","obs",2020,13,NA,NA,0,0,1,"0",NA,"Central",6
"Austria","AT","ED800","Energy demand - others","PJ","NECP","WAM",2030,11,NA,NA,1,0,1,"0",NA,"Central",6
"Austria","AT","ED800","Energy demand - others","PJ","NECP","WAM",2040,12,NA,NA,1,0,1,"0",NA,"Central",6
"Austria","AT","ED800","Energy demand - others","PJ","NECP","WAM",2050,13,NA,NA,1,0,1,"0",NA,"Central",6
"Austria","AT","RHYD","Hydrogen of renewable origin","GW","NECP","target",2030,1,NA,NA,1,1,1,"0",NA,"Central",6
"Austria","AT","RHYD","Hydrogen of renewable origin","TWh","NECP","target",2030,2,NA,NA,1,1,0,"0",NA,"Central",6
"Austria","AT","ED210","Energy demand transportation - renewables","Percent","NECP","target",2030,14,NA,NA,1,1,0,"0",NA,"Central",6
"Austria","AT","RFNBO","Renewable fuels of non-biological origin","TWh","NECP","est",2030,7.5,NA,NA,1,0,1,"0",NA,"Central",6
"Belgium","BE","RA300","Wind","GW","NECP","target",2030,11.852,NA,NA,1,1,0,"0",NA,"West",7
"Belgium","BE","RA310","Wind on shore","GW","NECP","target",2030,6.052,NA,NA,1,1,0,"0",NA,"West",7
"Belgium","BE","RA320","Wind off shore","GW","NECP","target",2030,5.8,NA,NA,1,1,0,"0",NA,"West",7
"Belgium","BE","RA320","Wind off shore","GW","NECP","target",2040,8,NA,NA,1,1,0,"0",NA,"West",7
"Belgium","BE","RA400","Solar","GW","NECP","target",2030,15.65,NA,NA,1,1,0,"1","This number does not include the Brussels region, as they have no clear goals and they make up only a fraction of capacity. Additionally this assumes 1GW of floating solar.","West",7
"Belgium","BE","RA420","Solar photovoltaic","GW","NECP","target",2030,15.65,NA,NA,1,1,0,"1","This number does not include the Brussels region, as they have no clear goals and they make up only a fraction of capacity. Additionally this assumes 1GW of floating solar.","West",7
"Belgium","BE","ED010","Primary energy consumtion","ktoe","NECP","obs",2020,44206,NA,NA,0,0,1,"0",NA,"West",7
"Belgium","BE","ED010","Primary energy consumtion","ktoe","NECP","obs",2021,49073,NA,NA,0,0,1,"0",NA,"West",7
"Belgium","BE","ED010","Primary energy consumtion","ktoe","NECP","WAM",2025,42930,NA,NA,1,0,1,"0",NA,"West",7
"Belgium","BE","ED010","Primary energy consumtion","ktoe","NECP","WAM",2030,36522,NA,NA,1,0,1,"0",NA,"West",7
"Belgium","BE","ED020","Final energy consumtion","ktoe","NECP","obs",2020,32005,NA,NA,0,0,1,"0",NA,"West",7
"Belgium","BE","ED020","Final energy consumtion","ktoe","NECP","obs",2021,34504,NA,NA,0,0,1,"0",NA,"West",7
"Belgium","BE","ED020","Final energy consumtion","ktoe","NECP","WAM",2025,33722,NA,NA,1,0,1,"0",NA,"West",7
"Belgium","BE","ED020","Final energy consumtion","ktoe","NECP","WAM",2030,29934,NA,NA,1,0,1,"0",NA,"West",7
"Belgium","BE","ED100","Energy demand - households","ktoe","NECP","obs",2020,7774,NA,NA,0,0,1,"0",NA,"West",7
"Belgium","BE","ED100","Energy demand - households","ktoe","NECP","obs",2021,8435,NA,NA,0,0,1,"0",NA,"West",7
"Belgium","BE","ED100","Energy demand - households","ktoe","NECP","WAM",2025,7595,NA,NA,1,0,1,"0",NA,"West",7
"Belgium","BE","ED100","Energy demand - households","ktoe","NECP","WAM",2030,6444,NA,NA,1,0,1,"0",NA,"West",7
"Belgium","BE","ED200","Energy demand - transportation","ktoe","NECP","obs",2020,8911,NA,NA,0,0,1,"0",NA,"West",7
"Belgium","BE","ED200","Energy demand - transportation","ktoe","NECP","obs",2021,10043,NA,NA,0,0,1,"0",NA,"West",7
"Belgium","BE","ED200","Energy demand - transportation","ktoe","NECP","WAM",2025,10137,NA,NA,1,0,1,"0",NA,"West",7
"Belgium","BE","ED200","Energy demand - transportation","ktoe","NECP","WAM",2030,8247,NA,NA,1,0,1,"0",NA,"West",7
"Belgium","BE","ED300","Energy demand - industry","ktoe","NECP","obs",2020,9995,NA,NA,0,0,1,"0",NA,"West",7
"Belgium","BE","ED300","Energy demand - industry","ktoe","NECP","obs",2021,10579,NA,NA,0,0,1,"0",NA,"West",7
"Belgium","BE","ED300","Energy demand - industry","ktoe","NECP","WAM",2025,11259,NA,NA,1,0,1,"0",NA,"West",7
"Belgium","BE","ED300","Energy demand - industry","ktoe","NECP","WAM",2030,11179,NA,NA,1,0,1,"0",NA,"West",7
"Belgium","BE","ED400","Energy demand - services","ktoe","NECP","obs",2020,5255,NA,NA,0,0,1,"0",NA,"West",7
"Belgium","BE","ED400","Energy demand - services","ktoe","NECP","obs",2021,5383,NA,NA,0,0,1,"0",NA,"West",7
"Belgium","BE","ED400","Energy demand - services","ktoe","NECP","WAM",2025,4731,NA,NA,1,0,1,"0",NA,"West",7
"Belgium","BE","ED400","Energy demand - services","ktoe","NECP","WAM",2030,4065,NA,NA,1,0,1,"0",NA,"West",7
"Belgium","BE","RA600","Ambient heat (heat pumps)","TWh","NECP","target",2030,2.073,NA,NA,1,1,1,"0",NA,"West",7
"Belgium","BE","RHYD","Hydrogen of renewable origin","GW","NECP","target",2026,0.15,NA,NA,1,1,1,"0",NA,"West",7
"Belgium","BE","RHYD","Hydrogen of renewable origin","TWh","NECP","target",2030,4.5,NA,NA,1,1,1,"0",NA,"West",7
"Belgium","BE","RHYD","Hydrogen of renewable origin","TWh","NECP","target",2050,133,NA,NA,1,1,1,"0",NA,"West",7
"Belgium","BE","REC100","Final electricity energy consumption - renewable","GWh","NECP","WAM",2030,30675,NA,NA,1,0,0,"0",NA,"West",7
"Belgium","BE","REC300","Finale heating and cooling energy consumption - renewable","GWh","NECP","WAM",2030,29740,NA,NA,1,0,0,"0",NA,"West",7
"Belgium","BE","EM2005","Emission reduction 2005","Percent","NECP","target",2030,47,NA,NA,1,1,0,"0",NA,"West",7
"Belgium","BE","EM2005","Emission reduction 2005","Percent","NECP","WAM",2030,42.6,NA,NA,1,0,0,"0",NA,"West",7
"Belgium","BE","REC000","Gross final energy consumption - renewable","Percent","NECP","WAM",2020,13,NA,NA,1,0,0,"0",NA,"West",7
"Belgium","BE","REC000","Gross final energy consumption - renewable","Percent","NECP","WAM",2021,13,NA,NA,1,0,0,"0",NA,"West",7
"Belgium","BE","REC000","Gross final energy consumption - renewable","Percent","NECP","WAM",2022,12.8,NA,NA,1,0,0,"0",NA,"West",7
"Belgium","BE","REC000","Gross final energy consumption - renewable","Percent","NECP","WAM",2023,13.3,NA,NA,1,0,0,"0",NA,"West",7
"Belgium","BE","REC000","Gross final energy consumption - renewable","Percent","NECP","WAM",2024,13.8,NA,NA,1,0,0,"0",NA,"West",7
"Belgium","BE","REC000","Gross final energy consumption - renewable","Percent","NECP","WAM",2025,14.4,NA,NA,1,0,0,"0",NA,"West",7
"Belgium","BE","REC000","Gross final energy consumption - renewable","Percent","NECP","WAM",2026,15.2,NA,NA,1,0,0,"0",NA,"West",7
"Belgium","BE","REC000","Gross final energy consumption - renewable","Percent","NECP","WAM",2027,16.2,NA,NA,1,0,0,"0",NA,"West",7
"Belgium","BE","REC000","Gross final energy consumption - renewable","Percent","NECP","WAM",2028,17.3,NA,NA,1,0,0,"0",NA,"West",7
"Belgium","BE","REC000","Gross final energy consumption - renewable","Percent","NECP","WAM",2029,18.8,NA,NA,1,0,0,"0",NA,"West",7
"Belgium","BE","REC000","Gross final energy consumption - renewable","Percent","NECP","WAM",2030,21.7,NA,NA,1,0,0,"0",NA,"West",7
"Belgium","BE","REC000","Gross final energy consumption - renewable","GWh","NECP","WAM",2020,51067,NA,NA,1,0,0,"0",NA,"West",7
"Belgium","BE","REC000","Gross final energy consumption - renewable","GWh","NECP","WAM",2021,55161,NA,NA,1,0,0,"0",NA,"West",7
"Belgium","BE","REC000","Gross final energy consumption - renewable","GWh","NECP","WAM",2022,55574,NA,NA,1,0,0,"0",NA,"West",7
"Belgium","BE","REC000","Gross final energy consumption - renewable","GWh","NECP","WAM",2023,57019,NA,NA,1,0,0,"0",NA,"West",7
"Belgium","BE","REC000","Gross final energy consumption - renewable","GWh","NECP","WAM",2024,58906,NA,NA,1,0,0,"0",NA,"West",7
"Belgium","BE","REC000","Gross final energy consumption - renewable","GWh","NECP","WAM",2025,60783,NA,NA,1,0,0,"0",NA,"West",7
"Belgium","BE","REC000","Gross final energy consumption - renewable","GWh","NECP","WAM",2026,62939,NA,NA,1,0,0,"0",NA,"West",7
"Belgium","BE","REC000","Gross final energy consumption - renewable","GWh","NECP","WAM",2027,66204,NA,NA,1,0,0,"0",NA,"West",7
"Belgium","BE","REC000","Gross final energy consumption - renewable","GWh","NECP","WAM",2028,69209,NA,NA,1,0,0,"0",NA,"West",7
"Belgium","BE","REC000","Gross final energy consumption - renewable","GWh","NECP","WAM",2029,73174,NA,NA,1,0,0,"0",NA,"West",7
"Belgium","BE","REC000","Gross final energy consumption - renewable","GWh","NECP","WAM",2030,82209,NA,NA,1,0,0,"0",NA,"West",7
"Bulgaria","BG","RA300","Wind","GW","NECP","WAM",2025,0.71,NA,NA,1,0,0,"0",NA,"East",8
"Bulgaria","BG","RA300","Wind","GW","NECP","WAM",2030,2.49,NA,NA,1,0,0,"0",NA,"East",8
"Bulgaria","BG","RA300","Wind","GW","NECP","WAM",2035,4.43,NA,NA,1,0,0,"0",NA,"East",8
"Bulgaria","BG","RA300","Wind","GW","NECP","WAM",2040,5.96,NA,NA,1,0,0,"0",NA,"East",8
"Bulgaria","BG","RA300","Wind","GW","NECP","WAM",2045,6.78,NA,NA,1,0,0,"0",NA,"East",8
"Bulgaria","BG","RA300","Wind","GW","NECP","WAM",2050,8.35,NA,NA,1,0,0,"0",NA,"East",8
"Bulgaria","BG","RA310","Wind on shore","GW","NECP","WAM",2025,0.71,NA,NA,1,0,0,"0",NA,"East",8
"Bulgaria","BG","RA310","Wind on shore","GW","NECP","WAM",2030,1.99,NA,NA,1,0,0,"0",NA,"East",8
"Bulgaria","BG","RA310","Wind on shore","GW","NECP","WAM",2035,2.72,NA,NA,1,0,0,"0",NA,"East",8
"Bulgaria","BG","RA310","Wind on shore","GW","NECP","WAM",2040,4.09,NA,NA,1,0,0,"0",NA,"East",8
"Bulgaria","BG","RA310","Wind on shore","GW","NECP","WAM",2045,4.09,NA,NA,1,0,0,"0",NA,"East",8
"Bulgaria","BG","RA310","Wind on shore","GW","NECP","WAM",2050,5.45,NA,NA,1,0,0,"0",NA,"East",8
"Bulgaria","BG","RA320","Wind off shore","GW","NECP","WAM",2025,0,NA,NA,1,0,0,"0",NA,"East",8
"Bulgaria","BG","RA320","Wind off shore","GW","NECP","WAM",2030,0.5,NA,NA,1,0,0,"0",NA,"East",8
"Bulgaria","BG","RA320","Wind off shore","GW","NECP","WAM",2035,1.71,NA,NA,1,0,0,"0",NA,"East",8
"Bulgaria","BG","RA320","Wind off shore","GW","NECP","WAM",2040,1.87,NA,NA,1,0,0,"0",NA,"East",8
"Bulgaria","BG","RA320","Wind off shore","GW","NECP","WAM",2045,2.69,NA,NA,1,0,0,"0",NA,"East",8
"Bulgaria","BG","RA320","Wind off shore","GW","NECP","WAM",2050,2.9,NA,NA,1,0,0,"0",NA,"East",8
"Bulgaria","BG","RA410","Solar thermal","ktoe","NECP","WAM",2025,40,NA,NA,1,0,0,"0",NA,"East",8
"Bulgaria","BG","RA410","Solar thermal","ktoe","NECP","WAM",2030,53,NA,NA,1,0,0,"0",NA,"East",8
"Bulgaria","BG","RA410","Solar thermal","ktoe","NECP","WAM",2035,64,NA,NA,1,0,0,"0",NA,"East",8
"Bulgaria","BG","RA410","Solar thermal","ktoe","NECP","WAM",2040,67,NA,NA,1,0,0,"0",NA,"East",8
